stage,dow,birth,giv,gen,dob,dod,type,orig,pict,notes,
Honor Blackman,1947-1978,Blackman,Honor,F,1926,199x,"R:`charm school' product, `English rose', later kinky and judo",\Br,[4.76],,,
Joan Blackman,1961-1966,Blackman,Joan,F,1938,199x,R:lead,\Am,,,
Sidney Blackmer,1929-1968,Blackmer,Sidney,M,1895,1973,R:suave,\Am,,,
Ruben Blades,1988-1991,Blades,,Ruben M,1948,199x,R:singer,\Pa namanian,,,,
Gerard Blain,1954-1980,Blain,Gerard,M,1930,199x,R:equiv.of James Dean,\Fr,,,
Vivian Blaine,1942-1983,Stapleton,Vivienne,F,1921,199x,R:vivacious,\Am,,,
Betsy Blair,1947-1973,Boger,Elizabeth,F,1923,199x,R:shy and nervous,\Am,,,
Janet Blair,1941-1972,Lafferty,Martha,F,1921,199x,R:vivacious,\Am,,,
Linda Blair,1974-1981,Blair,Linda,F,1959,199x,R:possessed child,\Am,,,
Amanda Blake,1956,Blake,Amanda,F,,1989,R:wife,\Ct,,,,
Jon Blake,,,,M,[1],199x,RU:,\Un,,
Mary Blake,,McDonald,Blossom,F,1896,1978,R: best friend,\Am,,Alias(Blossom Rock) Si(Jeanette McDonald),
Robert Blake,1943-1983,Gubitosi,Michael (Bobby),M,1933,199x,R:unusual roles,\Am,,,
Whitney Blake,1959,Blake,Whitney,F,19aa,199x,R:sr,\Ct,,Nt(Hazel on TV),
Colin Blakely,1960-1983,Blakely,Colin,M,1930,1987,R:stocky,\Br,,,
Susan Blakely,1972-1980,Blakely,Susan,F,1950,199x,R:lead,\Am,,,
Ronee Blakley,1975-1981,Blakley,Ronee,F,1946,199x,R:pop singer,\Am,[4.52],,,
Michel Blanc,1990,Blanc,Michel,M,[1],199x,RU:,\Fr,,,
Pierre Blanchar,1923-1958,Blanchar,Pierre,M,1892,1963,R:distinguished,\Fr,,Er(sp name),
Alan Blanchard,,,,M,[1],199x,RU:,\Un,,
Mari Blanchard,1950-1964,Blanchard,Mary,F,1927,1970,R:decorative,\Am,,,
Pierre Blanchard,,,,M,,199x,RU:,\Un,,Er(sp name),
Clara Blandick,1930-1950,Blandick,Clara,F,1880,1962,"R:sensible, no-nonsense",\Am,,,
Sally Blane,1927-1949,Jung,Elizabeth,F,1910,199x,R:lead,\Am,,Si(Loretta Young),
Mark Blankfield,,,,M,[1],199x,RU:,\Un,,
Roger Blay,,,,M,[1],199x,RU:,\Un,,
Debra Blee,,,,F,[1],199x,RU:,\Un,,
Brian Blessed,1970-1983,Blessed,Brian,M,1937,199x,R:massive,\Br,,Nt(Orig. `Fancy Smith' in TV's Z Cars),
Bernard Blier,1937-1982,Blier,Bernard,M,1916,1989,R:plump and bald,\Ar-\Fr,,Pa(Bertrand Blier; PD) Also(D: BBl),
Dan Blocker,1963-1972,Blocker,Dan,M,1928,1972,R:heavyweight,\Am,,,
Michael Blodgett,,,,M,[1],199x,RU:,\Un,,
Joan Blondell,1930-1979,Blondell,Joan,F,1909,1979,R:blonde dame,\Am,"[4.116,236]",,,
Claire Bloom,1948-1981,Bloom,Claire,F,1931,199x,R:lead,\Br,,,
Verna Bloom,1969-1980,Bloom,Verna,F,,199x,R:lead,\Am,,,
Eric Blore,1920-1954,Blore,Eric,M,1887,1959,"R:unctuous or insulting butlers, eccentric types",\Br,,,
Monte Blue,1916-1954,Blue,Monte,M,1890,1963,R:burly hero,\Am,,,
Ann Blyth,1944-1957,Blyth,Ann,F,1928,199x,R:diminutive,\Am,[4.680],,,
Betty Blythe,1920-1964,Slaughter,Elizabeth Blythe,F,1893,1972,R:lead,\Am,,,
John Blythe,1944-1969,Blythe,John,M,1921,199x,R:spiv types,\Br,,,
Eleanor Boardman,1922-1934,Boardman,Eleanor,F,1898,199x,R:sympathetic,\Am,,Mt(King Vidor and Harry D'Abbadie D'Arrast),
Hart Bochner,,,,M,[1],199x,RU:,\Un,,
Lloyd Bochner,1963-1981,Bochner,Lloyd,M,1924,199x,R:lead,\Ca,,,
Carl Boehm,1952-1974,Boehm,Karlheinz,M,1928,199x,"R:blond, handsome",\Ge,,Nt(or Karl),
Paul Boensh~III,,,,M,[1],199x,RU:,\Un,,
Dirk Bogarde,1947-1981,Van Den Bogaerd,Derek,M,1921,1999,R:character,\Br,[9.210]
Humphrey Bogart,1930-1956,Bogart,\FN{Humphrey DeForest,M,1899,1957,R:tough,\Am,,"Mt(Helen Menken, Mary Philips, Mayo Methot, Lauren Bacall) Ww(Hitchcock) Also(P) Aw(AFI#1) Aw(AP)",
Roman Bohnen,1937-1948,Bohnen,Roman,M,1894,1949,R:hard-working immigrant type,\Am,,,
Richard Bohringer,1990,,,M,[1],199x,RU:,\Un,,
Curt Bois,1937-1954,Bois,Curt,M,1900,199x,R:head waiters and pompous clerks,\Ge,,,
Mary Boland,1916-1950,Boland,Mary,F,1880,1965,R:fluttery matrons,\Am,,,
Ray Bolger,1936-1984,Bolger,Ray,M,1904,1987,R:rubber-legged eccentric dancer,\Am,,,
Tiffany Bolling,1977-1977,Bolling,Tiffany,F,,199x,R:lead,\Am,,,
Joseph Bologna,1971-1979,Bologna,Joseph,M,1938,199x,RU:,\Am,,Mt(Renee Taylor),
Fortunio Bonanova,1932-1969,Bonanova,Fortunio,M,1893,1969,R:impresario,\Sp,,,
Derek Bond,1946-1971,Bond,Derek,M,1919,199x,R:lead,\Br,,,
Lillian Bond,1931-1955,Bond,Lillian,F,1910,199x,R:lead,\Br,[18.207]
Sudie Bond,,,,F,[1],199x,RU:,\Un,,
Ward Bond,1930-1960,Bond,Ward,M,1903,1960,R:burly,\Am,,Nt(Major Seth Adams `Wagon Train' TV),
Natalya Bondartchuk,,,,F,[1],199x,RU:,\Un,,
Sergei Bondartchuk,1948-1982,Bondartchuk,Sergei,M,1920,199x,RU:,\Ru,,,
Beulah Bondi,1931-1971,Bondy,Beulah,F,1889,1981,R:old lady,\Am,[4.643],,,
Peter Bonerz,,,,M,[1],199x,RU:,\Un,,
Sandrine Bonnaire,1983-1990,Bonnaire,Sandrine,F,1967,199x,R:quiet beauty,\Fr,,,
Beverly Bonner,,,,F,[1],199x,RU:,\Un,,
Val\'erie Bonnier,,,,F,[1],199x,RU:,\Un,,
Sonny Bono,,Bono,Salvatore,M,1940,1998,R:comedian,\Un,,"Mt(Cher.Susie Coelho, Mary Whitaker) Also(politician)",
Bonzo,1951-1952,Bonzo,,A,,,R:chimpanzee,,,
Pat Boone,1957-1970,Boone,Pat,M,1934,199x,R:gentle-mannered,\Am,[4.546],,,
Richard Boone,1951-1972,Boone,Richard,M,1917,1981,"R:craggy, menacing roles",\Am,,,
John Boorman,1978-1978,Boorman,John,M,1933,199x,RU:,\Br,[4.133],Also(D),
Connie Booth,,,,F,[1],199x,RU:,\Un,,
1960-1978,Geeves-Booth,David,M,1930,\UN,innocent or villainous,\Br,,,
Shirley Booth,1952-1973,Booth,Thelma Ford,F,1907,1992,R:middle-aged roles,\Am,,Note(Hazel on TV),
Powers Boothe,1980-1983,Boothe,Powers,M,,199x,R:overpowering,\Am,,,
Paola Borboni,,,,F,[1],199x,RU:,\Un,,
Matt Borel,,,,M,[1],199x,RU:,\Un,,
Veda Ann Borg,1936-1960,Borg,Veda,F,1915,1973,R:archetypal hard-boiled blonde,\Am,,,
Dirk Borgarde,,,,M,[1],199x,RU:,\Un,[4.597],Er(name),
Victor Borge,1943,Borge,Victor,M,,199x,R:humerous pianist,\Da,,,
Nelly Borgeaud,,,,F,[1],199x,RU:,\Un,,
Ernest Borgnine,1951-1984,Borgnino,Ermes,M,1915,199x,R:forceful,\Am,[4.378],,,
Tom Bosley,1946-1976,Bosley,Tom,M,1927,199x,R:plump,\Am,,,
Barry Bostwick,1971-1980,Bostwick,Barry,M,1946,199x,"R:personable, tall",\Am,,"Nt(resembled James Stewart) Ph(6'4"")",
Benjamin Bottoms,,,,M,[1],199x,RU:,\Un,,
Joseph Bottoms,1974-1981,Bottoms,Joseph,M,1954,199x,R:juvenile,\Am,,,
Sam Bottoms,1971-1979,Bottoms,Sam,M,1960,199x,R:lead,\Am,[4.40],,,
Timothy Bottoms,1971-1980,Bottoms,Timothy,M,1949,199x,R:lead,\Am,,"Si(Joseph Bottoms, Sam Bottoms)",
Barbara Bouchet,1965-1976,Gutscher,Barbara,F,1943,199x,R:glamour girl,\Ge\Am,,,
Daniel Boulanger,,,,M,[1],199x,RU:,\Un,,
Mathew Boulton,,,,M,[1],199x,RU:,\Un,,
Carole Bouquet,,,,F,[1],199x,RU:,\Un,,
Michel Bouquet,1947-1978,Bouquet,Michel,M,1926,199x,R:general purpose,\Fr,,,
Charon Bourke,,,,,[1],199x,RU:,\Un,,
Phillip Bourneuf,1944-1970,Bourneuf,Phillip,M,1912,1979,R:older school,\Am,,,
Julie Bovasso,,,,F,[1],199x,RU:,\Un,,
Tony Bova,,,,M,[1],199x,RU:,\Un,,
Clara Bow,1922-1933,Bow,Clara,F,1905,1965,"R:flapper, the `it' girl",\Am,"[4.1144, 18.109]",Lw(Gary Cooper) Mt(Rex Bell),
Dorris Bowdon,1939-1942,Bowdon,Dorris,F,1915,199x,R:lead,\Am,,Mt(Nunnally Johnson),
Elizabeth Bowen,,,,F,[1],199x,RU:,\Un,,
Roger Bowen,,,,M,[1],199x,RU:,\Un,,
Malick Bowes,,,,M,[1],199x,RU:,\Un,,
David Bowie,1976-1983,Jones,David Robert,M,1947,199x,"R:musician, bizarrely decorated, makes curious forays",\Br,,Lw(Iman),
Judy Bowker,1973-1981,Bowker,Judy,F,1954,199x,R:lead,\Br,,,
Lee Bowman,1936-1964,Bowman,Lee,M,1910,1979,R:light lead,\Am,,,
Bruce Boxleitner,1975-1983,Boxleitner,Bruce,M,1950,199x,R:lead,\Am,,,
Dorothy Boyd,,,,F,[1],199x,RU:,\Un,,
Guy Boyd,,,,M,[1],199x,RU:,\Un,,
Stephen Boyd,1955-1977,Millar,William,M,1928,1977,R:lead,\Ir,,,
William Boyd,1919-1948,Boyd,William,M,1895,1972,R:Hopalong Cassidy,\Am,,,
William `Stage' Stage,1932-1933,Boyd,William `Stage',M,[1],199x,R:lead,\Am,,,
Charles Boyer,1920-1964,Boyer,Charles,M,1899,1978,R:romantic,\Fr,[4.388],,,
Peter Boyle,1968-1983,Boyle,Peter,M,1933,199x,"R:rotund, balding",\Am,[4.119],,,
The Bowery Boys,1942,,,G,1942,199x,R:young hooligans,\Am,,"Nt(Hally Chester, Harris Berger, Billy Halop, Leo Gorcey, Bernard Punsley, Huntz Hall, Gabriel Dell, Frankie Burke, Donald Hines, Eddie Brian, Sam Edwards, Bobby Jordan) Er(dow)",
Reizel Bozyk,1988,Bozyk,Reizel,F,1914,1993,R:Jewish mother,\Po,,,
Marcel Bozzuffi,1969-1981,Bozzuffi,Marcel,M,1929,199x,R:balding,\Fr,[4.216],,,
Eddie Bracken,1940-1953,Bracken,Eddie,M,1920,199x,R:nervous hayseed,\Am,,,
Jean Bradin,1928,,,M,[1],199x,RU:,\Un,,Ww(Hitchcock),
Terry Bradshaw,,,,,[1],199x,RU:,\Un,,
Alice Brady,1916-1939,Brady,Alice,F,1892,1939,"R:fluttery society matron, drab housewife",\Am,,,
Pat Brady,,Brady,Pat,M,,,R:cowboy,\Am,,Ww(Roy Rogers),
Rob Brady,,,,M,[1],199x,RU:,\Un,,
Scott Brady,1948-1971,Tierney,Gerald,M,1924,199x,R:tough-looking,,,Si(Lawrence Tierney),
Sonia Braga,1988,Braga,Sonia,F,[1],199x,R:sexy,\Br,,,,
Dame Lilian Braithwaite,1915-1947,Braithwaite,Dame Lilian,F,1873,1948,R:distinguished,\Br,,,
Wilfrid Brambell,1976-1968,Brambell,Wilfrid,M,1912,1985,R:grotesque,\Am,,,
Kenneth Branagh,1998,Branagh,Kenneth,M,1960,199x,RU:,\Un,Lw(Helena Bonham Carter),
Miriam Brickman,1963-1977,Brickman,Miriam,F,dob,199x,RU:,\GB,,,
Wilford Brimley,1982-1985,Brimley,A.Wilford,M,[1],199x,R:friendly,\Am,,,,,
Kenneth Branagh,,,,M,[1],199x,R:competent,,,Also(D),
Neville Brand,1949-1980,Brand,Neville,M,1921,199x,"R:thickset, Red Indian, gangster",\Am,,,
Klaus Maria Brandauer,1983-1990,Brandauer,Klaus Maria,M,1944,199x,R:hero,\Ge,,,
Marlon Brando,1950-1980,Brando,Marlon,M,1924,199x,R:modern male,\Am,"[4.437,4.180,18.420]","Mt(Anna Kashfi, Movita, Tarita Tariipia) Aw(AFI#4)",
Henry Brandon,1934-1975,Kleinbach,Henry,M,1912,199x,"R:character, menace",\Am,,,
Michael Brandon,1970-1979,Brandon,Michael,M,,199x,R:lead,\Am,,,
Betsy Brantley,,Brantley,Betsy,F,,199x,R:friendly,\Am,,"Mt(Simon Dutton, Steve Soderberg) ER(Mt Steve Soderberg)",
Claude Brasseur,1960-1979,Brasseur,Claude,M,1936,199x,RU:,\Fr,,Ch(Peirre Brasseur),
Pierre Brasseur,1928-1968,Brasseur,Pierre,M,1903,1972,R:distinguished,\Fr,,Pt(Claude Brasseur),
Rossano Brazzi,1948-1981,Brazzi,Rossano,M,1916,199x,R:handsome wimp,\It,,,
Larry Breeding,,,,M,[1],199x,RU:,\Un,,
Hanna Brejchova,,,,F,[1],199x,RU:,\Un,,
El Brendel,1926-1956,Brendel,El,M,1890,1964,"R:mild-mannered, fake Swede",\Am,,,
Eileen Brennan,1967-1980,Brennan,Eileen,F,1935,199x,R:brassy,\Am,[4.40],,,
Walter Brennan,1929-1972,Brennan,Walter,M,1894,1974,R:country wit,\Am,,,
Eve Brent,1955-1957,Brent,Eve,F,1930,199x,R:lead,\Am,,,
Evelyn Brent,1919-1948,Riggs,Mary Elizabeth,F,1899,1975,R:lead,\Am,,,
George Brent,1930-1978,Nolan,George Brent,M,1904,1979,R:tough,\Ir,,,
Timothy Brent,,,,M,[1],199x,RU:,\Un,,
Edmund Breon,1930-1951,McLaverty,Edmund,M,1882,1951,"R:beaming, monocled, amiable bumbler",\Br,,,
Patricia Breslin,1961-1962,bn,fn,F,,199x,R:good,\Am,[34.246],Ww(Hitchcock),
Felix Bressart,1931-1949,Bressart,Felix,M,1890,1949,R:downtrodden,\Ge,,,
Jeremy Brett,1956-1977,Huggins,Jeremy,M,1935,199x,R:light lead,\Br,,,
JeanClaude Brialy,,Brialy,Jarn-ClaudeGn,M,,199x,RU:,\Fr,,
David Brian,1949-1970,Brian,David,M,1914,199x,R:second lead,\Am,,,
Mary Brian,1924-1948,Dantzler,Louise,F,1908,199x,R:charming,\Am,,,
Fanny Brice,1933-1945,Borach,Fanny,F,1891,1951,R:plain funny girl,\Am,,Si(Lew Brice),
Bricktop,1983,bn,gn,M,19aa,1984,R:sr,\Ct,,,
Beau Bridges,1948-1980,Bridges,Beau,M,1941,199x,R:lead,\Am,,Ch(Lloyd Bridges) Also(D),
Jeff Bridges,1970-1982,Bridges,Jeff,M,1949,199x,R:lead,\Am,[4.42],Ch(Lloyd Bridges),
Lloyd Bridges,1941-1982,Bridges,Lloyd,M,1913,1998,"R:westerns, melodramas",\Am,,,
Wilford Brimley,,Brimley,A. Wilford,M,[1],199x,RU:,\Un,,
Carl Brisson,1927-1935,Pedersen,Carl,M,1895,1958,R:lead,\Da,[4.26],Ww(Hitchcock),
May Britt,1952-1977,Wilkens,Maybritt,F,1933,199x,R:lead,\Sw,,Mt(Sammy Davis~jr.),
Morgan Brittany,1962-1980,Cupito,Susanne,F,1953,199x,R:lead,\Am,,,
Barbara Britton,1940-1954,Crukor,Barbara Brantingham,F,1920,1980,R:lead,\Am,,,
Pamela Britton,1945-1974,Britton,Pamela,F,1923,1974,R:lightweight,\Am,,,
Tony Britton,1952-1976,Britton,Tony,M,1925,199x,"R:quiet, polished",\Br,,,
Herman Brix,1934-1961,Brix,Herman,M,1909,199x,R:athletic,\Am,,Nt(changed name to Bruce Bennett after 1940),
Peter Brocco,,,,M,[1],199x,RU:,\Un,,
Phil Brock,,,,M,[1],199x,RU:,\Un,,
Gary Brockette,,,,M,[1],199x,RU:,\Un,[4.42],,,
Helen Broderick,1931-1946,Broderick,Helen,F,1890,1959,"R:wry-faced, comedienne",\Am,,,
James Broderick,1966-1980,Broderick,James,M,1927,1982,R:worried-looking,\Am,,,
Matthew Broderick,1983-1986,Broderick,Matthew,M,1951,199x,R:juvenile lead,\Am,,Ch(James Broderick) Mt(Sarah Jessica Parker),
Steve Brodie,1945-1963,Stevens,John,M,1919,199x,R:tough-looking,\Am,,,
Estelle Brody,1926-1956,Brody,Estelle,F,1905,1995,\Am,,,,
James Brolin,1963-1983,Brolin,James,M,1940,199x,R:lead,\Am,,,
J.~Edward Bromberg,1936-1950,Bromberg,J.~Edward,M,1903,1951,"R:plump, wide-eyed",\Hu,,,
John Bromfield,1948-1957,Bromfield,John,M,1922,199x,R:second lead,\Am,,,
Eleanor Bron,1965-1969,Bron,Eleanor,F,1934,199x,R:Bloomsburish,\Br,,,
Charles Bronson,1951-1983,Buchinski,Charles,M,1922,199x,"R:somber, sturdy",\Am,[4.713],,,
Clive Brook,1919-1963,Brook,Clifford,M,1887,1974,R:perfect gentleman,\Br,,,
Faith Brook,1942-1980,Brook,Faith,F,1922,199x,RU:,\Br,,Ch(Clive Brook),
Hillary Brooke,1937-1955,Peterson,Beatrice,F,1914,199x,R:statuesque,\Am,,,
Albert Brooks,1985-1994,Einstein,Albert Lawrence,M,1947,199x,R:cool comic,\Am,[4.118] [New Yorker 14Feb1994],"Also(W,D) Ch(Parkyakarkus, Thelma Leeds) Nt(Saturday Night Live; 1975-1976)",
Elisabeth Brooks,,,,F,[1],199x,RU:,\Un,,
Geraldine Brooks,1947-1966,Stroock,Geraldine,F,1925,1977,R:intense,\Am,,,
Hildy Brooks,,,,F,[1],199x,RU:,\Un,,
James L. Brooks,,Brooks,James L.,M,,199x,RU:,\Un,,
Louise Brooks,1926-1935,,,F,,1985,RU:,\Ct,,,,
Mel Brooks,1969-1983,Kaminsky,Melvin,M,1926,199x,R:offbeat,\Am,[4.1056],"Also(p,d)",
Phyllis Brooks,1934-1945,Weiler,Phyllis,F,1914,199x,R:blonde,\Am,,,
Rand Brooks,1939-1974,Brooks,Rand,M,1918,199x,R:lead,\Am,,,
Ray Brooks,1962-1974,Brooks,Ray,M,1939,199x,R:lead,\Br,,,
Edward S. Brophy,1930-1958,Brophy,Edward S.,M,1895,1960,"R:gangster, odd valet",\Am,,,
Pierce Brosnan,1991,,,M,1952,199x,R:proper,,Mt(Cassandra Harris) Nt(Remington Steele?),
Antonia Brough,,,,F,[1],199x,RU:,\Un,,
Mary Brough,1914-1933,Brough,Mary,F,1863,1934,"R:battleaxe, suspicious landlady",\Br,,,
Blair Brown,1977-1983,Brown,Blair,F,1948,199x,R:lead,\Am,,,
Bruce Brown,,,,M,[1],199x,RU:,\Un,,
Bryan Brown,1979-1982,Brown,Bryan,M,1947,199x,R:lead,\Au,,,
Eric Brown,,,,M,[1],199x,RU:,\Un,,
Foxy Brown,1974,Brown,Juanita,F,[1],199x,RU:,\Un,,
Gary Brown,,,,M,[1],199x,RU:,\Un,,
Gaye Brown,,,,F,[1],199x,RU:,\Un,,
George Stanford Brown,1967-1974,Brown,George,M,1943,199x,R:character,\Am,,,
Georgia Brown,1967-1974,Klot,Georgia,F,1933,199x,R:cabaret songstress,\Br,,,
James Brown,1942-1976,Brown,James,M,1920,199x,R:westerns,\Am,,,
Janet Brown,,,,F,[1],199x,RU:,\Un,,
Jim Brown,1964-1981,Brown,Jim,M,1936,199x,R:lead,\Am,,,
Joe E. Brown,1928-1963,Brown,Joe E.,M,1892,1973,R:hollow-cheeked comic,\Am,,,
Johnny Mack Brown,1926-1965,Brown,John Mack,M,1904,1974,R:lead,\Am,,St(Republic),
Ken Brown,,,,M,[1],199x,RU:,\Un,,
Lou Brown,,,,M,[1],199x,RU:,\Un,,
Peter Brown,,,,M,[1],199x,RU:,\Un,,
Reb Brown,,,,M,[1],199x,RU:,\Un,,
Roger Aaron Brown,,,,M,[1],199x,RU:,\Un,,
Tom Brown,1924-1957,Brown,Tom,M,1913,199x,R:boy next door,\Am,,,
Vanessa Brown,1944Kate-1976,Brind,Smylla,F,1928,1999,"R:demure, smart",\Os terreich,,,
Wally Brown,1944-1961,Brown,Wally,M,1989,1961,R:comic,\Am,,,
Coral Browne,1936-1986,Browne,Coral,F,1913,1991,R:worldly comic,\Au,,,
Kathy Browne,1965,Browne,,F,,199x,R:conniving,\Un,[334.307],Ww(Hitchcock),
Roscoe Lee Browne,1969-1980,Browne,Roscoe Lee,M,1925,199x,R:black character,\Am,,,
David Bruce,1940-1955,McBroom,Marden,M,1914,1976,R:light lead,\Am,,,
Lenny Bruce,,,,M,[1],199x,RU:,\Un,,
Nigel Bruce,1929-1953,Nigel,Bruce,M,1895,1953,R:tubby,\Br,,Ty(Dr.Watson) Ww(Hitchcock),
Virginia Bruce,1929-1960,Briggs,Helen Virginia,F,1910,1982,R:light lead,\Am,,,
Nadja Brunkhorst,,,,F,[1],199x,RU:,\Un,,
Phil Bruns,,,,M,[1],199x,RU:,\Un,,
Dora Bryan,1946-1972,Broadbent,Dora,F,1923,199x,R:warm-hearted tarts,\Br,,,
Jane Bryan,1936-1940,O'Brien,Jane,F,1918,199x,R:sympathetic,\Am,,,
Michael Bryant,1962-1981,Bryant,Michael,M,1928,199x,R:serious,\Br,,,
Nana Bryant,1935-1955,Bryant,Nana,F,1888,1955,R:dignified friendly mother,\Am,,,
Pamela Bryant,,,,F,[1],199x,RU:,\Un,,
Yul Brynner,1949-1976,Bryner,Youl,M,1915,1985,R:bald,\Ru,[4.565],Er(org \Zw) Nt(now \Am),
John Buchan,1937,Buchan,John,M,,199x,RU:,\Br,[37.326],NtWw(Hitchcock),
Jack Buchanan,1925-1956,Buchanan,Jack,M,1891,1957,R:debonair,\Br,,,
Horst Buchholz,1954-1979,Buchholz,Horst,M,1933,199x,R:square,\Ge,,,
Betty Buckley,,,,F,[1],199x,RU:,\Un,,
John Buckwalter,,,,M,[1],199x,RU:,\Un,,
Genevieve Bujold,1956-1981,Bujold,Genevieve,F,1942,199x,R:lead,\Fr,,,
Raymond Buktencia,,,,M,[1],199x,RU:,\Un,,
Peter Bull,1959-1983,Bull,Peter,M,1912,1984,"R:haughty, aggressive, explosive",\Br,,,
Jeremy Bulloch,,,,M,[1],199x,RU:,\Un,,
Sandra Bullock,1994-1998,Bullock,Sandra,F,1967,199x,R:spunky,\Am,,,
Avis Bunnage,1992,Bunnage,Avis,M,19aa,1990,R:sr,\Ct,,,
Victor Buono,1962-1980,Buono,Victor,M,1938,1982,R:fat-faced massively bulky,\Am,[17.197],,,
Robert Bur,1987,,,M,[1],199x,RU:,\Un,,Er(sp name),
Valerie Burdinelli,1980-1990,Valerie,Burdinelli,F,1960,199x,R:teenager,\Am,,Mt(Eddie vanHalen),
Eric Burdon,,,,M,[1],199x,RU:,\Un,,
Scott Burgess,,,,M,[1],199x,RU:,\Un,,
Gary Burghoff,,,,M,[1],199x,RU:,\Un,,
Billie Burke,1916-1960,Burke,\FN{Mary William Ethelbert Appleton,F,1885,1970,R:dithery matron,\Am,,Mt(Florenz Ziegfeld),
James Burke,1933-1954,Burke,James,M,1886,1968,R:cop,\Ir-\Am,,,
Paul Burke,1953-1967,Burke,Paul,M,1926,199x,R:projected integrity,\Am,,,
Dennis Burkley,,,,M,[1],199x,RU:,\Un,,
Tom Burlinson,,,,M,[1],199x,RU:,\Un,,
Carol Burnett,1963-1982,Burnett,Carol,F,1933,199x,"R:lanky, long-faced",\Am,,,
Smiley Burnette,1935-1940,Burnette,gn,M,,199x,R:cowboy sidekick,\Am,,"Ww(Gene Autry, Roy Rogers)",
Bob Burns,1937-1944,Burns,Bob,M,1893,1956,R:folksy,\Am,[4.780],Also(`Bazooka'),
Catherine Burns,1969-1978,Burns,Catherine,F,1945,199x,R:character,\Am,,,
George Burns,1932-1983,Birnbaum,Nathan,M,1896,1996,R:vaudeville comedian,\Am,,Mt(Gracie Allen),
Marilyn Burns,,,,F,,199x,RU:,\Un,,
Mark Burns,1967-1983,Burns,Mark,M,1936,199x,R:lead,\Br,,,
Stephan W. Burns,,,,M,[1],199x,RU:,\Un,,
Tim Burns,,,,M,[1],199x,RU:,\Un,,
Raymond Burr,1946-1978,Burr,Raymond,M,1917,1993,R:heavy detective,\Ca,,Ww(Hitchcock) Mt(Anette Sutherland; Isabella Ward; LauraAndrina Morgan),
Terri Burrell,,,,F,[1],199x,RU:,\Un,,
Jackie Burroughs,,,,F,[1],199x,RU:,\Un,,
Bill Burrows,,,,M,[1],199x,RU:,\Un,,
Ellen Burstyn,1964-1984,Gilhooley,Edna,F,1932,199x,R:lead,\Am,,,
Jeff Burton,,,,M,[1],199x,RU:,\Un,,
Kate Burton,,Burton,Kate,F,1958,199x,RU:,\Un,"Ch(Richard Burton, Sybil Williams Burton) Mt(Michael Ritchie; p)",
LeVar Burton,1977-1980,Burton,LeVar,M,,199x,R:character,\Am,,,
Richard Burton,1948-1983,Jenkins,Richard,M,1925,1984,R:brooding,\Br; Welsh,[4.908][9.12],"Mt(Sybil Williams, Elizabeth Taylor, Elizabeth Taylor, ?)",
Robert Burton,1953-1962,Burton,Robert,M,1894,1964,"R:executive, sheriff, detective",\Am,,,
Steve Buscemi,1989-1996,Buscemi,Steve,M,1958,199x,R:bad guy,\Am,,"Also(D,W)",
Mae Busch,1919-1940,Busch,Mae,F,1879,1946,R:lead,\Au,[18.217],,,
Gary Busey,1972-1980,Busey,Gary,M,1944,199x,R:light,\Am,[9.163],
"Billy ""Green"" Bush",1973-1980,Bush,Billy,M,,199x,R:character,\Am,,,
Anthony Bushell,1929-1957,Bushell,Anthony,M,1904,199x,R:lead,\Br,,,
Francis X. Bushman,1912-1966,Bushman,Francis X.,M,1883,1966,R:handsome,\Am,,,
Robert Butler,,Butler,Robert,M,,199x,RU:,\Am,,Also(D),
William Butler,,,,M,[1],199x,RU:,\Un,,
Yancy Butler,1993,Butler,Yancy,F,[1],199x,R:wry bathing beauty}\Am,,,,,
Charles Butterworth,1930-1944,Butterworth,Charles,M,1896,1946,R:upperclass bachelor,\Am,,,
Red Buttons,1944-1980,Chwatt,Aaron,M,1918,199x,R:vaudeville,\Am,,,
Pat Buttram,1964,,,M,,199x,R:country bumpkin,\Am,[34.280],Ww(Hitchcock),
Ruth Buzzi,1977-1979,Buzzi,Ruth,F,,199x,R:frustrated spinster,\Am,,,
Spring Byington,1933-1962,Byington,Spring,F,1893,1971,"R:birdbrained wives, scatty matrons, gossip columnists, loving mums",\Am,,,
John Byner,,,,M,[1],199x,RU:,\Un,,
Ralph Byrd,1931-1951,Byrd,Ralph,M,1909,1952,R:tough-looking,\Am,,,
Tom Byrd,,,,M,[1],199x,RU:,\Un,,
Anne Byrne,,,,F,[1],199x,RU:,\Un,,
Eddie Byrne,1946-1974,Byrne,Eddie,M,1911,1981,R:character,\Ir,,,
Martha Byrne,,,,F,[1],199x,RU:,\Un,,
Kathleen Byron,1941-1976,Byron,Kathleen,F,,199x,R:lead,\Br,,,
Walter Byron,1926-1938,Butler,Walter,M,1899,1972,R:lead,\Br,,,
